pdf_name,figure_name,fig_type,page,caption,image_path,x1,y1,x2,y2
14697_9789819827039,10.16,Figure,409,"Figure 10.16. A thin, semicircular arch of uniform thickness loaded by a pair of forces acting on the cross-sections at its two ends. Left: horizontal forces; Right: vertical forces.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure10.16-1.png,97.92,453.59999999999997,384.47999999999996,553.68
14697_9789819827039,6.9,Figure,263,Figure 6.9. Contour plot of the tangential displacement uθ in the semicircular beam subjected to a pair of horizontal shear forces at its two ends.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure6.9-1.png,84.96,75.6,398.15999999999997,270.71999999999997
14697_9789819827039,4.15,Figure,175,"Figure 4.15. Schematic of the interfacial pressure on the contact area of two balls. Image modified based on Wikimedia Commons by MHz, in the public domain.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure4.15-1.png,168.48,75.6,314.64,273.59999999999997
14697_9789819827039,5.4,Figure,203,Figure 5.4. Distribution of the normal stresses σrr and σθθ along both vertical and horizontal sections.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure5.4-1.png,84.96,75.6,398.15999999999997,275.76
14697_9789819827039,10.3,Figure,368,Figure 10.3. Monotonic behavior of special functions from the arch problem. These functions consist of monomials and logarithmic bases.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure10.3-1.png,72.72,75.6,410.4,289.44
14697_9789819827039,8.7,Figure,319,Figure 8.7. Distributed load on the surface of a half-space. The observation point is located to the right of point A.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure8.7-1.png,60.48,398.88,421.2,595.4399999999999
14697_9789819827039,8.2,Figure,304,"Figure 8.2. Integration of the stress σrr along a cylindrical surface of radius r in a 2D half-space, balanced by the vertical force P .",pdffigures2_out_newtests/figures/14697_9789819827039-Figure8.2-1.png,108.72,414.71999999999997,374.4,607.68
14697_9789819827039,6.6,Figure,258,"Figure 6.6. Distribution of the two displacement components ur and uθ along the vertical, horizontal, and 45◦ radial directions.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure6.6-1.png,60.48,77.03999999999999,421.2,541.4399999999999
14697_9789819827039,4.5,Figure,158,"Figure 4.5. Distribution of displacements along the z-direction in the half-space subjected to a unit vertical point force at r = 0, z = 0 on the top surface.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure4.5-1.png,90.0,401.03999999999996,393.12,595.4399999999999
14697_9789819827039,10.11,Figure,401,Figure 10.11. Contour plot of the normal stress σθθ in the arch subjected to uniform pressure on its top surface.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure10.11-1.png,72.72,378.0,410.4,595.4399999999999
14697_9789819827039,4.13,Figure,171,"Figure 4.13. Stresses in the contact area of an elastic solid subjected to a force with both normal and tangential components. These stresses are visualized using photoelasticity. Image from Wikimedia Commons by Reibungsphysik, in the public domain.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure4.13-1.png,108.72,390.96,374.4,584.64
14697_9789819827039,5.7,Figure,207,Figure 5.7. Contour of the shear stress σrθ in a plate with a circular hole.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure5.7-1.png,84.96,77.03999999999999,398.15999999999997,270.71999999999997
14697_9789819827039,5.10,Figure,214,"Figure 5.10. A plate with a small circular hole of radius a at its center, subjected to uniform stress at all edges, equivalent to equal tension and compression in the far field.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure5.10-1.png,120.96,75.6,362.15999999999997,298.8
14697_9789819827039,7.6,Figure,287,Figure 7.6. Distribution of stress components along θ over wedges along the arc of r = 1. The load is set as M = 1.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure7.6-1.png,63.36,360.0,419.03999999999996,596.88
14697_9789819827039,7.12,Figure,300,Figure 7.12. (a) A wedge subjected to uniformly distributed shear force. (b) A quarterspace subjected to a point force.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure7.12-1.png,83.52,77.03999999999999,397.44,238.32
14697_9789819827039,6.8,Figure,262,Figure 6.8. Contour plot of the radial displacement ur in the semicircular beam subjected to a pair of horizontal shear forces at its two ends.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure6.8-1.png,84.96,75.6,398.15999999999997,276.48
14697_9789819827039,10.14,Figure,405,Figure 10.14. Distribution of the internal moment and forces along the arch.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure10.14-1.png,86.39999999999999,77.03999999999999,396.0,274.32
14697_9789819827039,5.1,Figure,190,"Figure 5.1. A plate with a small circular hole of radius a in the middle, subjected to a uniform stress σ at the left and right edges.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure5.1-1.png,120.96,75.6,362.15999999999997,262.8
14697_9789819827039,6.4,Figure,239,Figure 6.4. Contour of the tangential displacement component uθ in a plate with a circular hole.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure6.4-1.png,84.96,398.88,398.15999999999997,596.88
14697_9789819827039,7.9,Figure,294,Figure 7.9. Contour plot of the shear stress in the half-space subjected to a unit pressure on the right side of the top surface.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure7.9-1.png,66.96,362.88,416.15999999999997,583.92
14697_9789819827039,10.10,Figure,400,Figure 10.10. Contour plot of the tangential displacement uθ in the arch subjected to uniform pressure on its top surface.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure10.10-1.png,72.0,375.12,411.12,595.4399999999999
14697_9789819827039,4.16,Figure,178,Figure 4.16. (a) An elastic ball on an elastic half-space. (b) An elastic ball on an elastic spherical bearing.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure4.16-1.png,73.44,77.03999999999999,408.24,232.56
14697_9789819827039,7.2,Figure,277,"Figure 7.2. Schematic view of a 2D wedge with large angles of α, subjected to a vertical force P at an angle β. (a) α = π, where the formulas developed in this chapter are still applicable; (b) α > π, where the formulas are not applicable.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure7.2-1.png,66.96,75.6,416.15999999999997,229.67999999999998
14697_9789819827039,9.2,Figure,337,Figure 9.2. A wedge with angle α subjected to a horizontal point force P at its tip.,pdffigures2_out_newtests/figures/14697_9789819827039-Figure9.2-1.png,126.0,80.64,356.4,295.92
14697_9789819827039,3.2,Figure,83,"Figure 3.2. Stress distributions in a thin disk with an inner radius of 1 and an outer radius of 5, subject to a unit pressure.",pdffigures2_out_newtests/figures/14697_9789819827039-Figure3.2-1.png,84.96,75.6,398.15999999999997,275.76
14716_9789819827664,26.12,Figure,645,"Fig. 26.12. Time-resolved potential dynamics of proteinoid–actin complexes were measured across multiple channels (ChB–ChI) over ∼ 50,000 s. The system has four phases: (i) rapid depolarization (Vmax ≈ 110 mV) with a synchronous multichannel response at t ≈ 0 s, (ii) a channel separation phase with divergent potentials, especially in ChH (Vplateau ≈ 55 mV) and ChI (ΔV ≈ −70 mV), (iii) an intermediate stability period (t ≈ 20,000–30,000 s) with spontaneous spiking and gradual potential changes, and (iv) a convergence of channels B, C, and H (Vfinal ≈ 20 mV).",pdffigures2_out_newtests/figures/14716_9789819827664-Figure26.12-1.png,83.52,72.0,349.2,281.52
14716_9789819827664,13.1,Table,347,Table 13.1. Parameter set obtained from nonlinear least-squares fitting of the R(CW)RO equivalent circuit model to impedance spectra of proteinoid microspheres in D2O. Allowable parameter ranges span multiple orders of magnitude to avoid over-constraint. Relative errors between 4.3% and 16.9% indicate reliable parameter estimation. The low goodness-of-fit metric (χ2 = 0.0736) confirms accurate quantitative representation of interfacial and diffusion processes.,pdffigures2_out_newtests/figures/14716_9789819827664-Table13.1-1.png,63.36,406.8,368.64,592.56
14716_9789819827664,13.5,Figure,347,"Fig. 13.5. Schematic diagram of the R(CW)RO equivalent circuit topology used to model impedance behavior of proteinoid microspheres suspended in D2O. The circuit architecture comprises sequential elements: bulk solution resistance (R1 = 8000 Ω) accounting for ionic conductivity between electrodes, a parallel combination of interfacial double-layer capacitance (C1 = 1500 nF) and finite-length Warburg diffusion element (W1 = 1.0 × 10−9 kΩ−1s1/2) representing electrode–solution interface phenomena, charge-transfer resistance (R2 = 600 Ω) characterizing electron-transfer kinetics, and an open Warburg element (RO = 29 kΩ, τO = 5.4 √ s) modeling bounded diffusion with reflective boundary conditions. This topology successfully captures both interfacial chargetransfer mechanisms and the bulk diffusion-limited mass transport characteristics observed in the D2O-proteinoid electrochemical system.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure13.5-1.png,72.72,72.0,359.28,171.35999999999999
14716_9789819827664,12.2,Table,333,Table 12.2. Summary of frequency-dependent spiking characteristics. Values reflect coefficients of variation for period and amplitude extracted from optically stimulated spike trains.,pdffigures2_out_newtests/figures/14716_9789819827664-Table12.2-1.png,80.64,504.0,351.36,568.0799999999999
14716_9789819827664,9.3,Table,249,"Table 9.3. Statistical comparison of input and output potentials in accommodation spiking. Key statistical measures for Izhikevich accommodation voltage (input) and chondroitin-proteinoid voltage (output). Mean, median, and range values highlight distinct voltage levels and signal spread. Standard deviation and interquartile range quantify voltage variability and dispersion. Skewness and kurtosis provide insights into voltage distribution shape and tail behavior, revealing non-normality and peakedness/tail weight differences between input and output signals.",pdffigures2_out_newtests/figures/14716_9789819827664-Table9.3-1.png,96.47999999999999,182.88,335.52,291.59999999999997
14716_9789819827664,22.7,Figure,518,"Fig. 22.7. Analysis of the golden ratio-based fractal-like soundscape. (a) Time-domain plot displays the input and output signals, revealing their complex patterns and similarities. (b) Power spectral density shows clear peaks at specific frequencies, suggesting the existence of harmonics related to the golden ratio in both the input and output signals. (c) Cross-correlation plot shows a significant positive correlation between the input and output, with a maximum correlation coefficient of 0.1916 at a lag of −152 ms. (d) Scatter plot demonstrates the clear linear relationship between the input and output voltages, as evidenced by the data points forming a diagonal pattern.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure22.7-1.png,52.559999999999995,72.72,378.0,271.44
14716_9789819827664,20.2,Figure,468,"Fig. 20.2. L-Glu:L-Asp:L-Phe proteinoid characterization. (a) Proteinoid L-Glu:L-Asp:L-Phe chemical structure. (b) Nanoscale structure examination of proteinoid microspheres, with scale bar representing 400 nm. (c) Proteinoid L-Glu:L-Asp:L-Phe observed at microscopic level develops intricate structures resembling genuine brain neural networks. (d) Histogram demonstrates polydispersity with a left-skewed distribution spanning 2.5–420 nm. Structural grooves and ridges suggest potential significance for electrical functionality.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure20.2-1.png,95.75999999999999,72.72,337.68,247.67999999999998
14716_9789819827664,9.4,Figure,234,"Fig. 9.4. Chondroitin sulfate (1.1 mg/ml) effects on proteinoid solution electrical potential. (a) Spike amplitude (mV) versus time (s) revealing temporal spiking event distribution and stochastic spiking behavior with irregular intervals and varying amplitudes. Amplitude quartiles: 0.52, 0.60, 0.69 mV; mean: 0.61 mV; maximum: 1.22 mV; minimum: 0.45 mV; standard deviation: 0.11 mV. (b) Gamma distribution fit of amplitudes with shape parameter α = 32.27402 and rate parameter β = 0.01904. Spiking period statistical analysis reveals wide value range: quartiles 175.00, 193.00, 249.00 s; mean: 291.80 s; maximum: 104762.00 s; minimum: 92.00 s; standard deviation: 2091.22 s, demonstrating high inter-event interval variability.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure9.4-1.png,52.559999999999995,321.84,378.0,454.32
14716_9789819827664,27.7,Figure,666,"Fig. 27.7. Electrical potential variation (mV) under thermal excitation. (a) Boxplots of transient events; composites show greater coordinated discharge. (b) Sensitivity gain quantified by dV/dt: actin 0.000301 mV/s, proteinoid 0.000190 mV/s, composite 0.000934 mV/s. (c) Distinct state transitions for standalone vs. hybrid samples as heating increases.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure27.7-1.png,54.0,73.44,378.0,241.2
14716_9789819827664,3.2,Figure,88,"Fig. 3.2. Scanning electron microscopy of L-phenylalanine:L-lysine (L-Phe: L-Lys) proteinoid vesicular structures. The micrograph shows large, hollow spherical vesicles. Their diameters range from 8 to 12 μm. This reveals how basic amino acids affect proteinoid self-assembly. The L-Phe:L-Lys binary system reveals a unique vesicular structure. Unlike the compact shapes of single amino acid proteinoids, it has hollow interiors and smooth, continuous membrane-like walls. Vesicle formation happens because of the amphiphilic properties. This comes from the mix of hydrophobic phenylalanine residues and positively charged lysine side chains. These properties contribute to with interfacial assembly and membrane organization during thermal condensation. The observed shape reveals spontaneous compartmentalization. Here, the proteinoid chains form closed vesicular structures to reduce surface energy. These hollow spheres act like early cell-like compartments. They might have been protocellular structures in prebiotic environments. The smooth surface and even wall thickness reveal that self-assembly is controlled. The micron-scale size is like that of bacterial cells. The scale bar indicates 10 μm, and the imaging was performed under standard highvacuum SEM conditions. This vesicular shape reveals how amino acid sequences can guide complex 3D structures in prebiotic polymerization reactions.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure3.2-1.png,120.96,72.0,311.03999999999996,219.6
14716_9789819827664,13.8,Figure,352,"Fig. 13.8. Distribution of action potential-like spike parameters in proteinoid microspheres across eight recording channels (B–I) in deionized water environment. Panel (a) shows spike amplitude distributions with medians ranging from 4 to 9 mV across channels, demonstrating consistent spike generation capability despite inter-channel variability. Outliers reaching up to 39 mV indicate occasional large-amplitude events superimposed on more typical spiking. The box heights and whisker lengths reveal substantial amplitude variability within each channel, with coefficients of variation typically 50–100%, characteristic of stochastic biological-like processes. Panel (b) presents interspike period distributions showing relatively regular spiking with medians centered around 2000–3000 s (approximately 30–50 min between spikes), though with significant variability evidenced by interquartile ranges of several hundred seconds. The period distributions are roughly symmetric with occasional outliers extending to 4000–6000 s, representing episodes of prolonged quiescence between burst activity. Red crosses mark statistical outliers (>1.5 × IQR from box edges), box edges denote quartiles, horizontal red lines show medians, and whiskers extend to extreme non-outlier values. The presence of robust spiking across all eight independent channels validates reproducibility of the phenomenon and demonstrates that spontaneous electrical activity is an intrinsic property of proteinoid assemblies in H2O rather than an artifact of specific electrode placements or sample regions.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure13.8-1.png,54.0,72.72,379.44,267.12
14716_9789819827664,16.6,Figure,408,"Fig. 16.6. Surface plot of the memfractance coefficient a(α1, α2) = α1(1− α2) for 0 ≤ α1, α2 ≤ 1. The color mapping indicates the magnitude of a(α1, α2). Regions associated with memristive (M), memcapacitive (C), and meminductive (L) behavior are annotated with black arrows. This representation shows how the interplay between α1 and α2 governs memory-dependent voltage–current relationships in memfractance systems.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure16.6-1.png,54.0,72.0,379.44,227.51999999999998
14716_9789819827664,6.5,Figure,170,Fig. 6.5. L-Glu:L-Phe proteinoid electrical oscillations under continuous cold white light. (a) Full temporal response revealing three spiking regimes. (b–d) Magnified views of each region. (e–g) Amplitude histograms and normal distribution fits for the corresponding regions. Statistical fit parameters reported in the text confirm distinct and separable electrical behaviors.,pdffigures2_out_newtests/figures/14716_9789819827664-Figure6.5-1.png,75.6,52.559999999999995,577.4399999999999,327.59999999999997
14716_9789819827664,24.8,Table,582,"Table 24.8. Cluster Centroids Per Dataset. The table shows K–means cluster centroids for each spiking behavior dataset. Cluster centroids are (potential (mV), time (s)) tuples, representing each cluster’s mean potential and temporal features. For each dataset, three cluster centroids show representative spiking patterns and their potential and time values. The cluster centroids summarize each dataset’s spiking activity groups, allowing quantitative comparison across experimental settings. Different centroid values across datasets show the variety and selectivity of PANI–proteinoid responses to stimuli and spiking regimes. These centroids help characterize and evaluate the PANI–proteinoid system’s dynamics by describing each dataset’s spiking activity’s typical potential and temporal characteristics.",pdffigures2_out_newtests/figures/14716_9789819827664-Table24.8-1.png,51.839999999999996,182.88,381.59999999999997,302.4
14716_9789819827664,3.1,Table,115,Table 3.1. Summary of proteinoid morphologies observed under different amino acid compositions and formation conditions.,pdffigures2_out_newtests/figures/14716_9789819827664-Table3.1-1.png,75.6,57.599999999999994,577.4399999999999,383.03999999999996
14716_9789819827664,8.10,Figure,217,"Fig. 8.10. Integrator mode response. Time domain comparison and crosscorrelation analysis (R = 0.5430, p < 0.001). Proteinoids track integrative firing patterns, highlighting timing-based computation capability.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure8.10-1.png,54.0,72.0,379.44,249.12
14716_9789819827664,8.11,Figure,217,"Fig. 8.11. Thalamocortical mode behavior. Proteinoid shows regular spiking near −4.31 mV baseline while device response remains noisier (−58.75 mV). Cross-correlation (R = 0.5754, p < 0.001) confirms underlying temporal linkage.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure8.11-1.png,54.0,320.4,379.44,498.24
14716_9789819827664,10.3,Figure,276,"Fig. 10.3. Transfer curves of various proteinoid compositions functioning as transistor channels. Drain current (ID) plotted against gate voltage (VGS) at constant drain-source voltage (VDS = −3 V). The high resistance of 1.679 kΩ for L-Lys:L-Phe:L-His yields low current response, while 0.04378 kΩ resistance for L-Glu:L-Phe results in higher current levels, demonstrating composition-tunable transistor behavior.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure10.3-1.png,101.52,72.0,330.47999999999996,259.2
14716_9789819827664,11.15,Figure,308,"Fig. 11.15. Tonic spiking characteristics under omeprazole–proteinoid modulation. (a) Input vs. output comparison: Input (mean: −37.47 mV, SD: 20.55 mV) vs. output (mean: 0.80 mV, SD: 0.48 mV). Correlation coefficient: r = 0.6823, RMSE = 43.2821 mV. (b) Output trace zoom (range: −2.41 to 3.63 mV). (c) Cross-correlation indicating temporal anticipation with lag −1231 ms. (d) Q–Q plot confirming distinct statistical distributions (KS = 0.9276, p < 0.0001).",pdffigures2_out_newtests/figures/14716_9789819827664-Figure11.15-1.png,72.72,37.44,596.16,338.4
14716_9789819827664,19.2,Figure,449,"Fig. 19.2. Comparative response patterns of BK PRECISION 4053 B device and proteinoid ensemble to acoustic signals representing the English alphabet. The waveform shows 26 consecutively spoken letters with corresponding potential variations in both the device (top) and proteinoid (bottom), measured in millivolts.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure19.2-1.png,61.919999999999995,364.32,371.52,524.16
14716_9789819827664,9.12,Figure,247,"Fig. 9.12. Comparative analysis of input and output signals in accommodation spiking. (a) Input signal representing Izhikevich accommodation voltage exhibits wide dynamic range spanning −70.32 mV to 52.73 mV, with mean voltage −37.44 mV and median voltage −44.81 mV. Standard deviation 20.55 mV and interquartile range 16.92 mV highlight substantial variability and voltage dispersion. (b) Output signal depicting chondroitin-proteinoid voltage shows narrower range from −2.43 mV to 3.27 mV, with mean voltage 1.44 mV and median voltage 1.42 mV. Standard deviation 0.33 mV and IQR 0.31 mV indicate more consistent and concentrated output voltage distribution. (c) Input versus output plot reveals complex relationship with output signal exhibiting more stable and less variable response compared to dynamic input fluctuations. (d) Scatter plot highlights distinct output voltage clustering within narrow range, contrasting with wide input voltage spread. Positive skewness 1.84 for input voltage distribution suggests longer tail toward higher values, while output voltage distribution shows near symmetry with skewness 0.06.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure9.12-1.png,52.559999999999995,72.72,378.0,265.68
14716_9789819827664,15.1,Figure,379,"Fig. 15.1. Scanning electron microscopy images of proteinoid microspheres showing (a) L-Phe:L-Arg and (b) L-Glu:L-Phe:L-Asp as spherical structures before electrical stimulation. Images (c) and (d) display aggregated proteinoids following repetitive electrical pulse stimulation at 500,000× magnification. Extended dendrite- and axon-like formations protruding from the proteinoid structures indicate habituation. Scale bar represents 400 nm.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure15.1-1.png,61.919999999999995,72.72,371.52,287.28
14716_9789819827664,18.12,Figure,440,"Fig. 18.12. Mind map illustrating applications, sources, types, and uses of frequency modulation in proteinoids.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure18.12-1.png,54.0,306.71999999999997,379.44,418.32
14716_9789819827664,18.11,Figure,440,"Fig. 18.11. QSAR model relating proteinoid molecular weight to oscillation period, with measured data points (circles) and fitted third-degree polynomial curve (R2 = 0.9978).",pdffigures2_out_newtests/figures/14716_9789819827664-Figure18.11-1.png,54.0,72.0,379.44,241.2
14716_9789819827664,22.2,Figure,511,"Fig. 22.2. Proteinoid microsphere diameters: Statistical analysis. (a) Q-Q plot comparing the distribution of microsphere diameters to a standard normal distribution demonstrates excellent linearity with slight deviations at the tails. (b) Kernel Density Estimation (KDE) of the diameter distribution superimposed with the theoretical normal distribution, confirming normality and demonstrating close alignment. (c) Box plot of microsphere diameters, depicting the median, interquartile range, and prospective outliers. (d) Comparison of the empirical cumulative distribution function (CDF) with the theoretical normal CDF demonstrates remarkable consistency across the entire range of dimensions. The normal distribution of proteinoid microsphere diameters is strongly supported by the collective graphs, which have a mean of approximately 1581 nm. The close correspondence between empirical data and theoretical normal distributions in all four plots indicates a highly consistent and controlled microsphere synthesis process.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure22.2-1.png,54.0,72.72,379.44,273.59999999999997
14716_9789819827664,25.5,Table,614,Table 25.5. Binary classification performance of PANI–proteinoid gates.,pdffigures2_out_newtests/figures/14716_9789819827664-Table25.5-1.png,106.56,94.32,325.44,425.52
14716_9789819827664,15.5,Figure,384,Fig. 15.5. (a) Resistance variation over time for 16 proteinoid formulations. (b) Time derivative of resistance demonstrating the rate of resistance increase over time for 16 distinct proteinoid compositions.,pdffigures2_out_newtests/figures/14716_9789819827664-Figure15.5-1.png,52.559999999999995,381.59999999999997,378.0,513.36
14716_9789819827664,23.6,Figure,550,"Fig. 23.6. Temporal dynamics of proteinoid-serotonine potential measurements over time. The graph shows the oscillatory behavior over about 80,000 s. The potential values fluctuate between 0–45mV, with peaks around 40,000 s. It reveals a complex nature in the signal’s amplitude variations. The magnified view shows a burst of activity. The peak potentials reached about 40–45mV. Then, it declined but continued to oscillate. This view shows the complex, nonlinear nature of the proteinoid-serotonine potential. It shows how it fluctuates and evolves over time.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure23.6-1.png,76.32,72.0,355.68,274.32
14716_9789819827664,4.4,Table,142,Table 4.4. Crystal growth rates of calcium carbonate in the absence (Blank) and presence of various proteinoids. Growth rates are expressed in mol ·min−1. Results indicate that proteinoid composition strongly influences CaCO3 growth kinetics.,pdffigures2_out_newtests/figures/14716_9789819827664-Table4.4-1.png,83.52,116.64,348.47999999999996,214.56
14716_9789819827664,20.4,Figure,472,"Fig. 20.4. Comprehensive electrical characterization of proteinoids across the frequency spectrum. (a) Capacitance showing broad variation tied to structural and electronic complexity. (b) Impedance vs. frequency illustrating frequencydependent charge transport behavior. (c) Phase angle response, highlighting significant deviations in proteinoids coded 6 and 12. (d) Gain (dB) across frequencies, demonstrating application-specific suitability of different proteinoids. Lower frequencies yield greater charge storage capability and current resistance, while increasing frequency results in reduced capacitance and impedance.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure20.4-1.png,54.0,72.72,379.44,345.59999999999997
14716_9789819827664,13.2,Figure,340,"Fig. 13.2. High-magnification scanning electron microscopy characterization of L-Glu:L-Phe proteinoid microspheres synthesized in H2O environment. Panel (a) shows a single microsphere with diameter approximately 4.8m, exhibiting smooth surface morphology with a distinctive rod-like crystalline feature extending approximately 0.8m from the sphere surface, indicating localized crystallization during assembly. Panel (b) presents a detailed view of the microsphere surface revealing elongated protrusions that suggest anisotropic growth patterns influenced by the L-Glu:L-Phe ratio and the aqueous assembly environment. Panel (c) provides an overview showing the uniform spherical shape and intact membrane characteristic of H2O-mediated self-assembly, with well-defined boundaries and diameter range of 4.8–5.7m. Scale bars = 0.5m for all panels. The surface features, particularly the smooth yet subtly textured appearance and occasional crystalline protrusions, reflect the molecular organization driven by hydrogen bonding between amino acid residues and hydrophobic interactions during thermal condensation. These morphological characteristics result from the interplay between electrostatic repulsion (provided by glutamic acid carboxylate groups), hydrophobic association (driven by phenylalanine aromatic residues), and hydrogen bonding networks in the aqueous environment. SEM imaging conditions: accelerating voltage = 5 kV, working distance = 3.1 mm, high-vacuum mode (pressure 9.82 × 10−1 torr).",pdffigures2_out_newtests/figures/14716_9789819827664-Figure13.2-1.png,77.75999999999999,270.71999999999997,354.24,356.4
14716_9789819827664,5.6,Figure,153,"Fig. 5.6. Three-step production process of proteinoid microspheres: nucleation, clustering, and formation of microspheres. (1) Nucleation occurs when amino acid building blocks are heated in aqueous solution, forming 1–2 nm sized nanoscale spheres. (2) Clustering follows as these microspheres coalesce into larger aggregates around 50 nm in diameter, facilitated by hydrophobic interactions, van der Waals forces, and hydrogen bonding. (3) Microsphere formation occurs when additional molecules, such as phospholipids and carbohydrates present in the solution, further stabilize the clusters, resulting in highly stable proteinoid microspheres measuring several hundred nanometers in diameter.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure5.6-1.png,54.0,340.56,379.44,466.56
14716_9789819827664,27.10,Figure,670,"Fig. 27.10. 2D grid snapshots of simulated network activity. (a) Actin fibre network with neuronal states: quiescent (green), active (red), refractory (black). (b) Proteinoid network. (c) Combined actin–proteinoid network. The composite exhibits intermediate-sized, regularly spaced active clusters, consistent with actinimposed geometric constraints on proteinoid excitability.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure27.10-1.png,54.0,72.72,379.44,248.39999999999998
14716_9789819827664,6.8,Figure,174,"Fig. 6.8. Electrical oscillations of L-Glu:L-Phe:L-His proteinoids under continuous cold light exposure. (a) Full temporal oscillation profile. (b) Histogram of amplitudes with fitted normal distribution (μ = 0.26±0.02, σ = 0.23±0.02). (c) Magnified oscillation segment. (d) Example spike of 0.74 mV amplitude lasting 4 h. Model fit statistics confirm normal distribution suitability: AICc = 6.91, BIC = −2.12, and −2 logL = −11.1.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure6.8-1.png,76.32,57.599999999999994,577.4399999999999,320.4
14716_9789819827664,16.5,Figure,404,"Fig. 16.5. Polynomial fitting of current–voltage (I–V) characteristics for L-Lys:L-Phe:L-His:PLLA proteinoids. (a) I–V measurements in aqueous suspension fitted with a 5th-degree polynomial over the range −1 V to 1 V. Fitted coefficients (from 5th to 0th order) are: 5.5022, −1.1581, 0.8306, 4.0066, 0.1510, and 0.7921. (b) I–V measurements in a supersaturated hydroxyapatite (HAP) solution fitted over the same voltage range. Corresponding coefficients are: 24.3303, −13.1756, −17.2210, 5.0448, 17.0257, and 3.3247. Differences in the polynomial parameters indicate that interactions with calcium phosphate alter charge transport behavior in the proteinoid suspension.",pdffigures2_out_newtests/figures/14716_9789819827664-Figure16.5-1.png,67.67999999999999,72.72,364.32,274.32
14716_9789819827664,2.1,Figure,42,"Fig. 2.1. Schematic representation of the optical stimulation apparatus used for photoactivation studies. The PHOTONIC PL-2000 is a multi-wavelength light source. It offers controlled light across the visible spectrum. This is done using a fiber optic delivery system. The light source provided specific colors: red, yellow, green, and blue. It also changed over time in a precise way. The fiber optic coupling kept the light generation parts away from the temperature-controlled sample chamber. This chamber held the bacteriorhodopsin-based specimens. The optical fiber terminus was positioned at a controlled distance above the sample to provide uniform illumination without thermal effects. Pulsed stimulation was delivered at a frequency of 5 Hz with 50% duty cycle, providing alternating periods of illumination and darkness. The sample chamber had several electrode pairs. This setup allowed for electrical measurements from different areas while optical stimulation occurred. Temperature checks showed low radiative heating effects. Variations stayed below 0.5◦C during long illumination periods. This setup allowed for consistent study of how different wavelengths affect photoresponses. It also kept environmental conditions stable, ensuring reliable measurements.27",pdffigures2_out_newtests/figures/14716_9789819827664-Figure2.1-1.png,61.919999999999995,171.35999999999999,371.52,408.24
14716_9789819827664,11.3,Figure,288,Fig. 11.3. (a) Enlarged omeprazole–proteinoid response showing TC-induced “remembering” region (stimulus in gray). (b) Enlarged pure proteinoid response highlighting sustained activity following stimulation.,pdffigures2_out_newtests/figures/14716_9789819827664-Figure11.3-1.png,91.44,70.56,340.56,498.24
